###OVERALL POINTS LEADERS - Who has scored the most points this season?
**Rank**|**League**|**TEAM**|**PF**
:-:|:-:|:-:|:--
1|Lemieux|Alexander Radiculous' Team|2245.76
2|Chelios|Snizzbone|2231.37
3|Dionne|Dumpster Fire Brigade|2223.6
4|Yzerman|Damper Than Moist|2198.44
5|Lidstrom|Jagr Bomb|2192.36
6|Lemieux|The Cake Eaters|2182.02
7|Gretzky|Horton Hears a Who!|2165.17
8|Dionne|Ginger Geesus's Grilled Cheeses|2157.74
9|Hasek|Everyone Poops|2154.53
10|Chelios|Stan Mikita's Donuts|2135.8
11|Brodeur|Lubo Sucks|2126.76
12|Roy|King of the Kessel|2122.81
13|Gretzky|One Kessticles|2105.8
14|Leetch|Go Puck Yourself|2090.55
15|Yzerman|Hattrick Pornqvist|2084.23
16|Hasek|All Down The Laine|2079.82
17|Jagr|falco1002|2069.62
18|Leetch|Clemens HC|2061.46
19|Brodeur|Book Hockey|2054.4
20|Gretzky|Tarasenkyu Very Much|2053.57
21|Jagr|Penners Pancakes|2045.67
22|Bourque|Bryan Rust and the Rusty Plugs|2044.87
23|Brodeur|Mackinnon Out Burger|2044.12
24|Gretzky|Nailing Yaks|2041.87
25|Pronger|Bust a Kapanen|2035.48
26|Leetch|kyOh|2028.4
27|Jagr|The Big Pavelski|2025.29
28|Bourque|Democratic People's Republic of Kariya|2024.47
29|Gretzky|Hiller Youth|2018.04
30|Gretzky|Frolunda HC|2014.33
31|Hasek|Pikachubban|2010.9
32|Gretzky|Pimpin' Ain't Parise|2008.28
33|Pronger|Doughty Didn't Deserve The Norris|1996.04
34|Orr|PassTheCulpepper|1992.86
35|Niedermayer|Tokyo Sandblasters|1992.25
36|Dionne|macerating toilet|1990.62
37|Roy|Kreider Hard|1983.58
38|Brodeur|Parise Taught Me|1982.78
39|Brodeur|Pickle High-Noon|1979.08
40|Hasek|NurseSharks|1976.81
41|Roy|Btchz B Krejci|1975.54
42|Leetch|xMrSleepyx|1974.05
43|Hasek|Finnishing Touch|1970.29
44|Lidstrom|Ruh Oh...|1968.8
45|Orr|Goaltender Interference|1968.59
46|Jagr|Sticks out for Harambe|1966.19
47|Pronger|M&Ms|1958.76
48|Niedermayer|St. John's Shamrocks|1957.55
49|Lemieux|Generic Hockey Pun|1947.08
50|Roy|The Ides of Marchand|1942.05
51|Hasek|Acting Like Aho|1939.47
52|Gretzky|Denim Chicken|1939.1
53|Yzerman|Hash Hockey|1934.81
54|Yzerman|RIP Heatley's Ferrari|1931.45
55|Roy|Konecnywa|1927.88
56|Roy|Doan Look Backes|1927.59
57|Hasek|The JiiiveTurkays|1925.8
58|Jagr|WhoseLineIsItEberle|1923.1
59|Lemieux|bob says NYET|1921.52
60|Brodeur|Tarasenkyour Battleship|1920.53
61|Roy|Mystic Coupons|1920.25
62|Lidstrom|The Larkness Monster|1919.58
63|Hasek|JewChooTrain|1916.76
64|Brodeur|Wrath of Joe McGrath|1916.39
65|Gretzky|Flying Zambonis|1914.75
66|Lidstrom|OK Blue Jays|1912.61
67|Gretzky|Cell Phones and Plane Tickets|1909.5
68|Bourque|Vancouver Voodoo|1909.38
69|Roy|Karl on my Wayward Sson|1907.88
70|Orr|Team North Americarambe|1904.59
71|Yzerman|The Red Hot Chilly Wings|1898.22
72|Chelios|Bergeron Burgundy|1895.17
73|Brodeur|Non-stop Saadomy|1894.2
74|Jagr|The Ottawa BeeVees|1893.57
75|Chelios|North Stars|1891.14
76|Brodeur|Andre and the Goons|1889.56
77|Chelios|Benzene96|1887.72
78|Dionne|Krejci Train|1886.44
79|Jagr|Bar Down|1882.19
80|Chelios|Leafs|1879.79
81|Orr|I am score|1877.82
82|Howe|Right in the Pucker|1877.62
83|Roy|Halak Ness Monster|1877.57
84|Howe|Giroux've Gotta Be Kidding Me!|1877.48
85|Brodeur|Sheahan's Shillelaghs|1875.35
86|Brodeur|Drouination|1873.12
87|Howe|Do You Smell What Laraque Is Cookin?|1871.62
88|Leetch|Vesey scar|1870.58
89|Leetch|Toews in the Water|1867.89
90|Brodeur|Mint Barrie Crunch|1864.44
91|Niedermayer|Karlsson 1st Overall|1861.23
92|Yzerman|TeamNameRequired|1845.88
93|Dionne|40-30 Grit Grinders|1844.74
94|Lemieux|I Ain't Seguin She a Gold Digger|1843.44
95|Orr|Big Trouba in Little Giroux|1838.06
96|Dionne|Crosby Sweaters|1835.59
97|Orr|NoseFaceKillahs|1834.05
98|Bourque|Red Star Beijing|1831.38
99|Howe|Flop To The Top|1828.33
100|Orr|Kinki Kids|1825.23
